Service

+---------+----------------------------------------------------------------------------+--------------+---------+----------+---------+-------------+--------+------------------------------------+
|ServiceID|Name                                                                        |EstimationCost|LaborCost|Estimation|LaborTime|HasConditions|Obsolete|Uuid                                |
|381      |Замена сайлентблока тяги панара                                             |900.00        |1800.00  |30        |0.50000  |false        |0       |9DF98C65-0198-44F6-8D27-CF5EF4E1EFA8|
|382      |Замена опоры АКПП                                                           |800.00        |1600.00  |30        |0.50000  |true         |0       |86DE060F-AA40-4FFD-BC8A-5D869D7C2505|
|383      |Диагностика течей                                                           |500.00        |500.00   |60        |1.00000  |false        |0       |015A46E2-6A4B-47EB-80B9-2099567078D0|
|384      |Демонтаж-монтаж выхлопного тракта                                           |1350.00       |1350.00  |60        |1.00000  |false        |0       |F14AE685-B91D-42EE-9CEE-907841DA9DCB|
|385      |Замена уплотнительного кольца датчика скорости                              |750.00        |1500.00  |30        |0.50000  |false        |0       |AC04D632-9B11-40C9-B14F-0D80B00E18D6|
|386      |Замена фильтра электроклапана                                               |200.00        |480.00   |25        |0.41667  |false        |1       |EC6587C9-42E6-4907-9B3E-887A567DD1CD|
|387      |Замена стартера                                                             |1450.00       |1450.00  |60        |1.00000  |true         |0       |86EC2E31-E4A6-4E9F-95D1-1EDD4AE04E6D|
|388      |Замена рулевого кардана                                                     |800.00        |1000.00  |48        |0.80000  |false        |0       |6D9EE355-7B0D-4BA5-A0A4-DE1558C8CD63|
|389      |Замена шестерни распредвала                                                 |4850.00       |1000.00  |291       |4.85000  |false        |0       |65525612-353D-48C5-831E-0760091DFBA8|
|390      |Т/О переднего суппорта левого                                               |1400.00       |2000.00  |42        |0.70000  |false        |0       |517E8947-ABBF-4988-A718-1C8D25183B85|
|391      |Т/О заднего суппорта правого                                                |1400.00       |2000.00  |42        |0.70000  |false        |0       |387A8AF5-8382-4A5D-9268-0EE009CDBA88|
|392      |Т/О заднего суппорта левого                                                 |1400.00       |2000.00  |42        |0.70000  |false        |0       |F4040CD5-6494-490E-9B60-746A4E647B78|
|393      |Замена ремонтного комплекта главного тормозного цилиндра                    |1750.00       |1000.00  |105       |1.75000  |false        |0       |41394FEE-46DA-495C-9175-199DBA9CE220|
|394      |Замена главного тормозного цилиндра                                         |1350.00       |1350.00  |60        |1.00000  |false        |0       |A7D524CD-264C-41BF-A511-5ED80B835FEA|
|395      |Замена блока HID                                                            |1450.00       |1450.00  |60        |1.00000  |false        |1       |B41FEDE1-1C0F-4FA5-9E98-002DA51644EF|
|396      |Замена прокладки головки блока цилиндров                                    |10500.00      |1000.00  |630       |10.50000 |true         |0       |95476C7E-0734-47F6-BA8F-E3F3CA355AFC|
|397      |Замена сухаря клапана                                                       |1650.00       |825.00   |120       |2.00000  |false        |1       |B842D049-6DF8-4121-8D9E-C2FD4F75A854|
|398      |Снятие-установка рокерного рычага клапана                                   |1450.00       |792.35   |110       |1.83000  |false        |1       |C609A42D-99CC-4BE4-941E-8EF64AAC8E1D|
|399      |Замена переднего верхнего правого рычага                                    |1500.00       |1500.00  |60        |1.00000  |true         |0       |58589B18-7CE3-41B1-85F9-EE157800E0AA|
|400      |Замена заднего верхнего левого рычага                                       |1000.00       |2000.00  |30        |0.50000  |true         |0       |AA38875F-DF6D-4672-B99E-0664B680A700|
|401      |Замена переднего нижнего левого рычага                                      |1600.00       |2000.00  |48        |0.80000  |true         |0       |7273C70B-815B-4A9E-A51B-FFDC63BFD668|
|402      |Замена шкива генератора                                                     |1050.00       |1050.00  |60        |1.00000  |false        |0       |41CC1FE9-8B33-434F-9B34-999EBC9AA3A7|
|403      |Замена стойки СПУ передней правой                                           |750.00        |1500.00  |30        |0.50000  |false        |0       |A1B2DF56-F8C0-4E5D-B03D-41806F34ED04|
|404      |Замена стойки СПУ задней левой                                              |750.00        |1500.00  |30        |0.50000  |false        |0       |829829AB-0915-4B37-AE2E-8B1CF21DB18F|
|405      |Диагностика датчика клиренса                                                |850.00        |1020.00  |50        |0.83333  |false        |1       |572AE747-C94E-4246-9A4D-08F57579BFA3|
|406      |Замена распределителя зажигания                                             |800.00        |1600.00  |30        |0.50000  |false        |0       |5005AA4C-DC32-4248-BE4E-E51339DDEDE9|
|407      |ТО переднего правого суппорта                                               |1400.00       |2000.00  |42        |0.70000  |true         |0       |4A752881-A9AA-4BBB-9718-FD9581C81368|
|408      |ТО переднего левого суппорта                                                |1400.00       |2000.00  |42        |0.70000  |true         |0       |89924892-CCA9-47F7-BD8E-665C39A533E1|
|409      |Замена пробки радиатора                                                     |150.00        |3000.00  |3         |0.05000  |false        |0       |5D48559A-B718-4E96-B7CD-7894962153D8|
|410      |Замена вилки стойки                                                         |600.00        |1200.00  |30        |0.50000  |false        |0       |104F33F5-51DD-48CD-A5D3-1B02626D7F38|
|411      |Замена крепления глушителя                                                  |350.00        |1400.00  |15        |0.25000  |false        |0       |603499DF-A791-4404-8491-B47BD51AE862|
|412      |Замена пыльника задней левой стойки                                         |1750.00       |2500.00  |42        |0.70000  |false        |0       |783A8A11-C4A8-4F1E-A0C9-DAE5E9E76BD6|
|413      |Замена пыльника задней правой стойки                                        |1750.00       |2500.00  |42        |0.70000  |false        |0       |CD1BC979-C3A7-4906-8A8E-7A54A765DD1B|
|414      |Замена фильтра масляного                                                    |250.00        |1250.00  |12        |0.20000  |false        |0       |CEC48FD7-AB84-4A05-B5B8-A28443A852F7|
|415      |ТО заднего левого суппорта                                                  |1400.00       |2000.00  |42        |0.70000  |false        |0       |D762E7F2-F654-49A4-B4E8-EFF36BFCE948|
|416      |ТО заднего правого суппорта                                                 |1400.00       |2000.00  |42        |0.70000  |false        |0       |F5B578D5-3ED2-4C70-9D7A-B40F35866AF0|
|417      |Замена тормозного барабана                                                  |650.00        |1000.00  |39        |0.65000  |false        |0       |CCF91414-1DF3-4B6C-ABF7-3E3CA9F249E7|
|418      |Замена двигателя с перестановкой навесного оборудования                     |16200.00      |2025.00  |480       |8.00000  |false        |1       |35178980-D279-425D-AE85-9BF8C6D6977C|
|419      |Замена сальника распредвала                                                 |900.00        |1125.00  |48        |0.80000  |false        |0       |77A8595A-9E95-472A-9248-9840B9E23295|
|420      |Замена механизма натяжки ремня навесного оборудования                       |2600.00       |1300.00  |120       |2.00000  |true         |0       |9A69D0D2-A721-4DA7-B305-A64C2CCA0814|
|421      |Замена левого повторителя поворота                                          |750.00        |1500.00  |30        |0.50000  |false        |0       |0DE808AC-CB68-4EF8-9A2E-AF94240E2B62|
|422      |Замена правого повторителя поворота                                         |750.00        |1500.00  |30        |0.50000  |false        |0       |CF57EDF1-85FA-42AA-83A4-B188CA5D2D55|
|423      |Диагностика рулевой рейки                                                   |550.00        |1100.00  |30        |0.50000  |false        |0       |F35B0BB5-3CDF-427C-A4BC-E077CA085576|
|424      |Замена подстоечного сайлентблока задней стойки                              |2050.00       |1025.00  |120       |2.00000  |false        |0       |D7EBCA06-8188-4687-9C6C-7A3544849F30|
|425      |Замена прокладки дроссельной заслонки                                       |600.00        |1200.00  |30        |0.50000  |false        |0       |30ECD5A5-9AA9-42EF-91B1-8F108C699007|
|426      |Замена шланга клапана холодного запуска                                     |600.00        |1200.00  |30        |0.50000  |false        |0       |FAC755D4-93A0-4BD6-A5A1-0339425A88BF|
|427      |Замена термовыключателя                                                     |400.00        |1200.01  |20        |0.33333  |false        |1       |C3BF5D21-946B-4879-B50B-23A2EC40397D|
|428      |Замена пыльника стойки передней левой                                       |1800.00       |2000.00  |54        |0.90000  |true         |0       |5E6BC12C-B5FC-4C45-AE28-F49A95966D7D|
|429      |Услуга на удаление                                                          |550.00        |1100.00  |30        |0.50000  |false        |1       |F5D3D4DE-68D2-4BAC-B330-369477CED3E0|
|430      |Услуга на удаление                                                          |550.00        |1100.00  |30        |0.50000  |false        |1       |58FC3C53-8444-4B6B-9B25-5EDE9A65395F|
|431      |Услуга на удаление                                                          |550.00        |1100.00  |30        |0.50000  |false        |1       |B47DBA3E-84D4-4DAB-975E-83F1293E8B42|
|432      |Услуга на удаление                                                          |550.00        |1100.00  |30        |0.50000  |false        |1       |4E16FAE6-C703-4E0D-B63F-1F2BA13CBBC1|
|433      |Замена отбойника заднего (правого)                                          |850.00        |1020.00  |50        |0.83333  |false        |1       |121FD096-8C1A-4A8C-976F-A44A2473CCC0|
|434      |Замена отбойника заднего (левого)                                           |850.00        |1020.00  |50        |0.83333  |false        |1       |39B91558-2C19-4EFF-AEEC-BA8FD4C0437E|
|435      |Замена стекла переднего правого                                             |2300.00       |1150.00  |120       |2.00000  |true         |0       |1FA37A7F-4F2C-4B70-9C84-11B619DF3E54|
|436      |Замена двигателя омывателя стекла                                           |600.00        |1200.00  |30        |0.50000  |true         |0       |BBD920BA-4713-4C9E-A86E-6E956561B169|
|437      |Замена катушки соленоида                                                    |1000.00       |2000.00  |30        |0.50000  |false        |0       |356FBF76-C53B-4EAF-BD46-1AF818218783|
|438      |Замена компрессора кондиционера                                             |3050.00       |1525.00  |120       |2.00000  |true         |0       |D48F7D25-A271-4686-8331-D6BA9AB285C8|
|439      |Замена блока дроссельной заслонки                                           |600.00        |1200.00  |30        |0.50000  |false        |0       |9E1C5214-4928-4825-BBD0-0636F11BDF06|
|440      |Замена пружины амортизационной стойки                                       |850.00        |850.00   |60        |1.00000  |false        |1       |67ED866D-7345-41D5-A5F6-AA541BB2E163|
|441      |Замена температурного датчика                                               |700.00        |1400.00  |30        |0.50000  |false        |0       |9F9078F5-4478-4D92-8A34-68DE876D6AC2|
|442      |Замена крышки ремня ГРМ задней                                              |3800.00       |1520.00  |150       |2.50000  |false        |0       |BCE33B39-7D07-4955-84A3-9DAA4CEEF902|
|443      |ТО генератора                                                               |6050.00       |1210.00  |300       |5.00000  |false        |0       |3E3B9DAF-6708-4DE4-A683-5DE63F68E8D7|
|444      |Замена балки                                                                |8500.00       |2125.00  |240       |4.00000  |false        |0       |2A73EF2B-1342-44D5-A6CC-B7320AC7076A|
|445      |Замена сальника распределителя зажигания                                    |2600.00       |2600.00  |60        |1.00000  |false        |0       |636119A1-C93F-4095-BE66-23B7522D5E6D|
|446      |Замена шаровой опоры передней нижней правой                                 |1350.00       |1350.00  |60        |1.00000  |true         |0       |3B79D4C9-7BF8-4B7B-9AD9-AFE2609E16E7|
|447      |Замена подвесного подшипника карданного вала                                |2300.00       |2300.00  |60        |1.00000  |true         |0       |4899D8B3-67DD-48E6-A211-2F3A1C3351FE|
|448      |Замена прокладки заднего редуктора                                          |4200.00       |1500.00  |168       |2.80000  |false        |0       |75FF2295-3B2F-4B2B-83EB-3136A766D7C5|
|449      |Токарные работы                                                             |1350.00       |1350.00  |60        |1.00000  |false        |0       |679A86E4-910E-468C-936C-484FAA0F7356|
|450      |Установка эмблемы                                                           |400.00        |1600.00  |15        |0.25000  |false        |0       |C01157C7-ABEC-4DAA-B54E-3A5486B6E1C6|
|451      |Замена заднего продольного рычага                                           |1000.00       |2000.00  |30        |0.50000  |false        |0       |92A891AA-4D18-4017-80B9-B72B4838C9EB|
|452      |Ремонт МКПП                                                                 |9900.00       |2200.00  |270       |4.50000  |false        |0       |17BEB921-0498-4B03-BCA3-A4A028EDCF25|
|453      |Замена датчика скорости                                                     |600.00        |2400.00  |15        |0.25000  |false        |0       |C512D497-9B35-4919-8651-69027705EB9B|
|454      |Снятие установка катализатора                                               |1900.00       |2375.00  |48        |0.80000  |false        |0       |B0DF2BBB-B2D3-4199-8C19-79FDC62EDCE7|
|455      |Замена сайлентблока переднего нижнего рычага                                |1700.00       |1700.00  |60        |1.00000  |true         |0       |CC5E544D-A37F-4EF3-97AB-D046D5633E21|
|456      |Замена сошки рулевого редуктора                                             |550.00        |1100.00  |30        |0.50000  |false        |1       |1E495D33-98D0-4EBB-988E-A101E4724F6D|
|457      |Промывка датчика ДМРВ                                                       |900.00        |1800.00  |30        |0.50000  |false        |0       |C21F7FCB-BFED-4DAC-9D26-A39CF0A17253|
|458      |Установка доводчика окон                                                    |500.00        |750.00   |40        |0.66667  |true         |1       |753BAE94-BEBD-4E26-BCCA-88DF6DC291CA|
|459      |Замена пыльника маятника                                                    |550.00        |825.00   |40        |0.66667  |false        |1       |2499CBF4-0FAF-448C-B38F-AB4CC19E9527|
|460      |Замена втулки рессоры                                                       |2300.00       |2300.00  |60        |1.00000  |false        |0       |AD83529E-43F5-4093-A7DF-A6ACEC1580F2|
|461      |Замена электромотора радиатора охлаждения                                   |800.00        |1600.00  |30        |0.50000  |false        |0       |75450C92-3A7A-4FD1-9325-23685CFB649C|
|462      |Замена регулятора холостого хода                                            |1000.00       |2000.00  |30        |0.50000  |false        |0       |48C99627-8CF2-4E4E-A713-4C101A17364C|
|463      |Замена датчика детонации                                                    |1000.00       |2000.00  |30        |0.50000  |true         |0       |CB4E2422-3C35-4E10-8E5B-567EDC22D6CE|
|464      |Установка ксенона                                                           |3000.00       |2000.00  |90        |1.50000  |false        |0       |BAB0EC49-A084-415B-878A-94F2A6B5255B|
|465      |Установка модуля обхода иммобилайзера                                       |2550.00       |1700.00  |90        |1.50000  |true         |0       |32E5E411-E810-4040-8D89-2DC2070E25C7|
|466      |Замена сальника хвостовика заднего редуктора                                |1650.00       |2200.00  |45        |0.75000  |false        |0       |70F0C69B-678D-43C9-8B33-7B0DD270F240|
|467      |Замена прокладки крышки трамблера                                           |550.00        |1100.00  |30        |0.50000  |false        |0       |CA9021BB-B24F-4992-808F-17B8B90BF115|
|468      |Замена втулки стойки СПУ (задние)                                           |800.00        |1600.00  |30        |0.50000  |false        |0       |4F1E8B85-941C-4A60-A7D4-78F8E0D6A0CD|
|469      |Установка пружина переднего стабилизатора                                   |400.00        |800.00   |30        |0.50000  |false        |1       |46420A6A-D070-4D9D-99E2-CDF103EC00E9|
|470      |Замена короба воздушного фильтра                                            |550.00        |1100.00  |30        |0.50000  |false        |0       |945541B4-9D4B-46AB-9081-6DAC2DAB7615|
|471      |Замена заднего ступичного сайлентблока                                      |1600.00       |2000.00  |48        |0.80000  |true         |0       |EA1695AE-19E5-41CE-8A1A-676D8211D625|
|472      |Замена уплотнительных колец инжектора                                       |1450.00       |1450.00  |60        |1.00000  |false        |0       |61CC5A33-2BF5-4D39-9957-5E3F4D2A3673|
|473      |Ремонт суппорта                                                             |850.00        |0.00     |0         |0.00000  |false        |1       |00D4A86E-3F40-47A8-81B9-9345190D34D3|
|474      |Замена заднего пыльника ШРУС                                                |1200.00       |0.00     |0         |0.00000  |false        |1       |132E1EE6-12C3-42AC-8CF3-40878AED5A84|
|475      |Сварка полуавтоматом                                                        |1550.00       |1550.00  |60        |1.00000  |true         |0       |85AADC6F-C759-452D-9CE4-388F6A1B4F82|
|476      |ТО Электрорейки                                                             |7600.00       |1520.00  |300       |5.00000  |true         |0       |5DF60D25-3467-412D-AE29-4D851BAB8076|
|477      |Замена коренного сальника                                                   |4700.00       |0.00     |0         |0.00000  |false        |1       |A9381629-7E60-4E51-A747-C555E0C243F3|
|478      |Установка электро подогревателя 220V.                                       |4250.00       |1000.00  |255       |4.25000  |false        |0       |B12DD88E-1CCB-4D71-8A19-70592D588D78|
|479      |Снятие и установка редуктора АКПП (UA1 UA2)                                 |8500.00       |2125.00  |240       |4.00000  |false        |0       |8A2A0D52-8477-4EC5-94F6-05894781D765|
|480      |Замена левого переднего привода                                             |1700.00       |1700.00  |60        |1.00000  |true         |0       |F510ED22-8E94-45DF-A4F1-85DE8D6C6350|
|481      |Замена датчика уровня топлива                                               |1700.00       |1700.00  |60        |1.00000  |false        |0       |F7D20F79-5353-41FE-AEF5-E919914DFBD4|
|482      |Замена заглушки блока цилиндров (3-ий цилиндр 3S )                          |3250.00       |812.50   |240       |4.00000  |true         |1       |DB7A448C-BC3C-417B-9C48-43E395FD356F|
|483      |Фрезеровка плоскости головки блока                                          |1650.00       |2200.00  |45        |0.75000  |true         |0       |028DA075-2668-4AB9-8189-A905BF255776|
|484      |Полировка фар                                                               |1170.00       |1800.00  |39        |0.65000  |false        |1       |68487BF9-3AEB-4DAF-936A-BB7FA301E2D1|
|485      |Ремонт электрической рулевой рейки                                          |8500.00       |2125.00  |240       |4.00000  |true         |0       |CC5135AB-0D78-4E90-8D2E-7731179B78C0|
|486      |Увеличение дорожного просвета                                               |3800.00       |1900.00  |120       |2.00000  |false        |0       |88E8F215-7F17-4ABD-B8EA-6AE1C093FF7A|
|487      |Замена мотора вентилятора охлаждения                                        |1000.00       |2000.00  |30        |0.50000  |true         |0       |248C625A-662E-4E6B-BC82-ABF29D0213F0|
|488      |Установка механизма замка двери                                             |1100.00       |1100.00  |60        |1.00000  |false        |1       |A655B7BE-67F3-49C5-A0D4-4B3F150924E1|
|489      |Замена втулки передней радиальной тяги                                      |1650.00       |2200.00  |45        |0.75000  |false        |0       |015DA09A-BC43-490D-A0A8-82D2A5178479|
|490      |Т.О. Амортизацыонной стойки                                                 |800.00        |800.00   |60        |1.00000  |false        |1       |C3CA631F-A174-4121-926A-4CDD152EBD3C|
|491      |Замена подстоечного сайлентблока переднего нижнего правого рычага           |1500.00       |2000.00  |45        |0.75000  |false        |0       |ED6E4275-EC3C-4335-8568-6FAC59948956|
|492      |Замена сайлентблока переднего нижнего правого рычага                        |2100.00       |3000.00  |42        |0.70000  |true         |0       |D6AC7848-DAC5-4FB8-AB94-58B6656D0A98|
|493      |Замена сайлентблока переднего нижнего левого рычага                         |2100.00       |3000.00  |42        |0.70000  |true         |0       |4D45A836-FD54-4AB4-8100-3F9A888CC007|
|494      |Отогрев\запуск  автомобиля                                                  |1550.00       |1550.00  |60        |1.00000  |false        |0       |7C6284D5-D80F-4D5E-88E0-3299ECF19C33|
|495      |Замена топливного насоса                                                    |2150.00       |2150.00  |60        |1.00000  |false        |0       |C4AB6D36-9202-45D5-91B5-EC43D7683FEA|
|496      |Замена правого поворотного кулака                                           |2600.00       |1300.00  |120       |2.00000  |false        |0       |34E65AE6-9BB7-4B26-BBFA-62A9ABE488DD|
|497      |Снятие и установка ДВС                                                      |17700.00      |3540.00  |300       |5.00000  |true         |0       |5BA65744-4448-4C37-8055-4A2348960588|
|498      |Замена уплотнения датчика АКПП                                              |700.00        |2800.00  |15        |0.25000  |false        |0       |CB26573E-3A76-4BDD-9E2B-D669A94E8326|
|499      |Замена главного цилиндра сцепления                                          |950.00        |2375.00  |24        |0.40000  |false        |0       |F3EB65C3-48B0-46F5-A9E6-1F140316C3C5|
|500      |Замена рабочего цилиндра сцепления                                          |950.00        |2375.00  |24        |0.40000  |false        |0       |6EF1BB54-D200-4374-929F-D0A5C81E84A6|
|501      |Установка иммобилайзера                                                     |4550.00       |2275.00  |120       |2.00000  |false        |0       |15D608E5-0153-44BF-8561-DEF88D02BF08|
|502      |Замена радиатора отопителя                                                  |12000.00      |2000.00  |360       |6.00000  |true         |0       |FBF48900-2676-43CF-8327-4E3EDE10A70C|
|503      |Установка предпускового подогревателя                                       |13500.00      |1800.00  |450       |7.50000  |false        |0       |C06D9357-8CFF-454E-A4BB-B2EA51F1A85D|
|504      |Замена уплотнителя шланга высокого давления ГУР                             |1000.00       |2000.00  |30        |0.50000  |false        |0       |C9126421-F843-4764-8322-6B471BB5622E|
|505      |Замена шаровой опоры заднего верхнего рычага                                |900.00        |1125.00  |48        |0.80000  |false        |0       |513F1DCA-D054-4439-9821-E441B9E23CF5|
|506      |Установка цепи ГРМ                                                          |7100.00       |1775.00  |240       |4.00000  |false        |1       |20D64FA6-354B-4CD2-BEE8-EF7836C646A2|
|507      |Замена ползуна рулевой рейки                                                |2600.00       |2600.00  |60        |1.00000  |false        |0       |DEFE11D7-0854-494A-ABE2-B4C9A6C6F25D|
|508      |Установка парковочных датчиков                                              |4200.00       |1680.00  |150       |2.50000  |true         |0       |9DA56DC6-29B3-4A11-96DA-0335C418361D|
|509      |Проточка передних тормозных дисков                                          |3000.00       |2000.00  |90        |1.50000  |false        |0       |56BFCB0D-0210-4066-8515-85181FE6FB17|
|510      |Замена стекла заднего левого                                                |2300.00       |1150.00  |120       |2.00000  |false        |0       |51A3853C-8747-47DC-8319-3BB47B29894C|
|511      |Замена стекла  переднего левого                                             |1900.00       |2375.00  |48        |0.80000  |false        |0       |0CF46FDD-D972-43F6-9B54-44F245C79555|
|512      |Замена ШРУСа заднего правого внутреннего                                    |1650.00       |2200.00  |45        |0.75000  |false        |0       |BC3A9F60-427C-44FF-9546-0DB5452BC5CE|
|513      |Замена ШРУСа заднего левого внутреннего                                     |1650.00       |2200.00  |45        |0.75000  |false        |0       |A4BBA0E7-F4E3-45A0-B161-DF9026E65BC3|
|514      |Замена ШРУСа заднего правого наружнего                                      |1650.00       |2200.00  |45        |0.75000  |false        |0       |21270FC5-D417-4898-B385-E9BCB89A22EC|
|515      |Замена ШРУСа заднего левого наружнего                                       |1650.00       |2200.00  |45        |0.75000  |false        |0       |4680FAC4-6953-48D9-AA5B-802E38C4499C|
|516      |Замена датчика включения стоп-сигнала                                       |500.00        |2500.00  |12        |0.20000  |false        |0       |2F5E52C5-CB9E-495A-B877-2B9BD55139B6|
|517      |Установка акустики                                                          |1650.00       |2200.00  |45        |0.75000  |false        |0       |D9EE18DF-0359-4D51-B063-80CFD4762E8D|
|518      |Снятие и установка сиденья                                                  |1150.00       |2300.00  |30        |0.50000  |false        |0       |4928C0E5-1E7E-4F52-BF67-FF410B610EAE|
|519      |Установка загрузочного диска навигации                                      |150.00        |0.00     |0         |0.00000  |false        |1       |BE552E36-02CB-447F-B7AD-BC0A1A825CA9|
|520      |Замена сальника полуоси                                                     |1300.00       |2000.00  |39        |0.65000  |false        |0       |08BA7822-42AB-448F-A1CD-55C4506C45C2|
|521      |Ремонт рулевого шлейфа                                                      |2600.00       |2600.00  |60        |1.00000  |false        |0       |35ED1D4C-B51A-4B89-A2E3-491F0A25FB68|
|522      |Замена задней ступицы левой                                                 |1650.00       |2200.00  |45        |0.75000  |false        |0       |E8979371-50F6-4959-BA71-F7A033A38EF5|
|523      |Замена задней ступицы правой                                                |1650.00       |2200.00  |45        |0.75000  |false        |0       |EE7BFAC3-D759-4DB8-B43A-C3B437E6999E|
|524      |Ремонт замка зажигания                                                      |1650.00       |2200.00  |45        |0.75000  |false        |0       |808D1A12-A355-4DD3-8759-4675920C7378|
|525      |Замена генератора                                                           |1000.00       |2000.00  |30        |0.50000  |true         |0       |1F6C6F22-DA8E-4946-8072-3A8E159952CA|
|526      |Замена опорной чашки передней левой                                         |1550.00       |1550.00  |60        |1.00000  |false        |0       |7415BA25-8A7B-456E-934C-91B67576269E|
|527      |Замена опорной чашки передней правой                                        |1550.00       |1550.00  |60        |1.00000  |false        |0       |0D501B09-BDF7-40AD-BF61-47EB5FBB3B6C|
|528      |Простой автомобиля на подъемнике                                            |1150.00       |1150.00  |60        |1.00000  |false        |0       |10D8F271-7A1B-455D-B925-9424C44D5F0D|
|529      |Простой автомобиля в ангаре                                                 |100.00        |12.50    |480       |8.00000  |false        |1       |11B35538-510C-4CCB-9F91-4FC1D3405A22|
|530      |Замена сетки-фильтра топливного насоса                                      |1400.00       |2000.00  |42        |0.70000  |false        |0       |0D2E43AD-73CA-40CF-969D-4EE5C5F89488|
|531      |Замена регулятора давления топливной рейки                                  |900.00        |2250.00  |24        |0.40000  |false        |0       |8C4F895F-93E3-4D19-B92A-FCEA2147244C|
|532      |Замена шланга ATF                                                           |700.00        |1400.00  |30        |0.50000  |false        |0       |EC9FD303-1EB2-409D-8AEF-08BC6C11225B|
|533      |Замена шланга обратки ГУР                                                   |800.00        |1600.00  |30        |0.50000  |true         |0       |0DC3CBDA-AB86-4D5E-B119-C5921E1512DB|
|534      |Замена заднего фонаря                                                       |900.00        |2250.00  |24        |0.40000  |true         |0       |2337D3DF-A885-4FA0-B9BA-F75AB026F0F3|
|535      |Замена стеклоподъемника                                                     |1400.00       |2000.00  |42        |0.70000  |false        |0       |131D3966-F6D7-4156-BE1E-40B2F0AED5FF|
|536      |Промывка фильтра форсунки                                                   |200.00        |800.00   |15        |0.25000  |false        |1       |9AE9E3DA-6641-47B3-9AF7-D26C4B1DB78A|
|537      |Чистка автомобиля от льда                                                   |650.00        |650.00   |60        |1.00000  |false        |0       |7BE6C744-39CC-4A34-AD4E-EAEE713406C6|
|538      |Чистка колесного диска                                                      |150.00        |899.98   |10        |0.16667  |false        |1       |046263B3-5E21-4371-8362-01D3CCE19C2D|
|539      |Промывка сетки-фильтра топливного насоса                                    |1350.00       |1350.00  |60        |1.00000  |false        |0       |D3DCBE6F-0654-47A8-B024-A573457DAC95|
|540      |Снятие и установка крышки АКПП                                              |3800.00       |1520.00  |150       |2.50000  |false        |0       |B76374ED-7C3D-4F51-9F5A-8DB975BE1C22|
|541      |Замена редуктора                                                            |11400.00      |2280.00  |300       |5.00000  |true         |0       |C2353BB4-73BB-475F-BEA4-08C12FF9CBA1|
|542      |Замена задней нижней правой шаровой опоры                                   |1550.00       |1550.00  |60        |1.00000  |false        |0       |3367E26B-2B9A-4609-81B1-B45E68C44C23|
|543      |Замена уплотнений правого привода                                           |11500.00      |2300.00  |300       |5.00000  |true         |0       |6679D7FA-BEFE-4AE7-8062-03515BEB04A1|
|544      |Замена блока розжига ксенона                                                |1350.00       |1350.00  |60        |1.00000  |false        |0       |9F38D36E-A3B4-432E-8E1E-89EBF50328F5|
|545      |Замена сальника насоса ГУР                                                  |1400.00       |2000.00  |42        |0.70000  |false        |0       |4F0C6DD7-2F38-49BA-ACCC-F94A6E8C14A5|
|546      |Замена пружины СПУ                                                          |3000.00       |1500.00  |90        |1.50000  |false        |0       |52C67929-0AD0-4274-AF0B-AF6DAC972DA7|
|547      |Замена клапана EGR                                                          |750.00        |1500.00  |30        |0.50000  |false        |0       |CF7E664F-4372-4457-B3CA-681E21A3C225|
|548      |Установка лебедки запаски                                                   |900.00        |1349.99  |40        |0.66667  |false        |1       |0AFF5C65-D900-4A36-B0EA-7BC165425957|
|549      |Замена форсунок ДВС                                                         |1350.00       |1350.00  |60        |1.00000  |false        |0       |9BBC5EDC-CBDB-418E-B492-233736058E83|
|550      |Диагностика топливной рейки                                                 |550.00        |1100.00  |30        |0.50000  |false        |1       |D6E7A6B9-EC3A-460B-8765-CE7816750B70|
|551      |Установка динамиков с врезкой                                               |850.00        |850.00   |60        |1.00000  |false        |1       |4AF3C570-ABE6-43F5-9E29-2ED30A0E4DE8|
|552      |Изготовление подиумов с обтяжкой карпетом                                   |550.00        |183.33   |180       |3.00000  |false        |1       |810FE3F0-EFE8-4AE9-87ED-8E0DB194CCB5|
|553      |Протяжка проводов для подключения фаркопа                                   |1800.00       |983.61   |110       |1.83000  |false        |1       |0D001503-C5D1-446A-969E-FAD6D8589629|
|554      |Установка электро привода двери                                             |550.00        |550.00   |60        |1.00000  |false        |1       |3DF78222-2D2D-4E9F-A062-237397C7D990|
|555      |Замена рулевого амортизатора                                                |3350.00       |1675.00  |120       |2.00000  |false        |0       |FCBC4B6F-E127-4187-AD04-27A2BAF82CB6|
|556      |Демонтаж сигнализации                                                       |2100.00       |1050.00  |120       |2.00000  |false        |0       |7EE12158-43A3-4461-B52A-711E7E8CEDD9|
|557      |Ремонт электропривода руля                                                  |3250.00       |1625.00  |120       |2.00000  |false        |1       |166D554B-52BF-4007-B602-967548F8BA91|
|558      |Калибровка пневмоподвески                                                   |1800.00       |1800.00  |60        |1.00000  |false        |1       |1078968E-65C1-49A7-94B2-727B9851A59F|
|559      |Перепрограмирование противоугонной сигнализации                             |750.00        |750.00   |60        |1.00000  |false        |0       |89C84382-2315-428A-BDE2-E21DA5B5B92A|
|560      |Замена распредвалов                                                         |9800.00       |1576.00  |375       |6.25000  |false        |0       |3D0DF2D6-88E1-4C73-9047-D09BC30A2C4C|
|561      |Замена гофры глушителя                                                      |2700.00       |2250.00  |72        |1.20000  |true         |0       |46FC98E9-D8CD-402F-98EE-6ADFD03654D2|
